TRICODE,IATA CODE,CALLSIGN,COMMON NAME,COMPANY/CORPORATE NAME,COUNTRY
SKW,OO,SKYWEST,SKYWEST AIRLINES,"SKY WEST AVIATION, INC. (ST. GEORGE, UT)",UNITED STATES OF AMERICA
SWM,-,SKY ANGKOR,SKYWINGS ASIA AIRLINES,SKYWINGS ASIA AIRLINES,CAMBODIA
SWZ,-,SKYWISE,SKYWISE,CABOLAR (PTY) LTD T/A SKYWISE,SOUTH AFRICA
SPC,-,PORT,SKYWORLD AIRLINES,"SKYWORLD AIRLINES (DENVER, CO)",UNITED STATES OF AMERICA
SLJ,-,SLAMAIR,SLAM LAVORI AEREI,SLAM LAVORI AEREI S.R.L.,ITALY
SYJ,-,-,SLATE FALLS AIR,SLATE FALLS AIRWAYS LTD.,CANADA
SHX,-,SLIM AIR,SLIM AVIATION SERVICES,SLIM AVIATION SERVICES LIMITED,NIGERIA
...,-,SLINGSBY,SLINGSBY AVIATION,SLINGSBY AVIATION LIMITED,UNITED KINGDOM
SLN,-,SLOANE,SLOANE HELICOPTERS,SLOANE HELICOPTERS LTD,UNITED KINGDOM
SLB,-,SLOK AIR,SLOK AIR,SLOK AIR LIMITED,NIGERIA
OKS,-,SLOK GAMBIA,SLOK AIR INTERNATIONAL,SLOK AIR INTERNATIONAL (GAMBIA) LIMITED,GAMBIA
SQF,-,SLOVAK AIRFORCE,SLOVAK AIR FORCE,SLOVAK AIR FORCE,SLOVAKIA
SSG,-,SLOVAK GOVERNMENT,SLOVAK GOVERNMENT,SLOVAK GOVERNMENT FLIGHT SERVICE,SLOVAKIA
SQA,-,SLOVAK AEROCLUB,SLOVAK NATIONAL AEROCLUB,SLOVAK NATIONAL AEROCLUB,SLOVAKIA
LSV,-,SLOVENIAN AIRFORCE,SLOVENIAN AIR FORCE,SLOVENIAN MINISTRY OF DEFENCE,SLOVENIA
SMA,-,SESAME,SMA AIRLINES,SMA AIRLINES NIG. LIMITED,NIGERIA
GDM,-,SMALL,SMALL FLY,SMALL FLY CO. LTD.,MALTA
LKH,-,SKYPLANET,SMALL PLANET,SMALL PLANET,CAMBODIA
LLC,-,SMALL PLANET,SMALL PLANET AIRLINES,SMALL PLANET AIRLINES JSC,LITHUANIA
LLP,-,SKYPOL,SMALL PLANET AIRLINES,SMALL PLANET AIRLINES SP. Z.O.O.,POLAND
LLX,-,GERMANJET,SMALL PLANET AIRLINES,SMALL PLANET AIRLINES GMBH,GERMANY
SME,-,-,SMART AVIATION COMPANY,SMART AVIATION COMPANY,EGYPT
SAH,-,SMART JET,SMART JET,SMART JET SP. Z O.O.,POLAND
AUL,5N,ARCHANGELSK AIR,SMARTAVIA,"NORDAVIA-REGIONAL AIRLINES, JSC",RUSSIAN FEDERATION
SMG,-,SMARTLINE,SMARTLINE,SMARTLINE LUFTFAHRT GMBH,AUSTRIA
ART,6Y,SMART LYNX,SMARTLYNX AIRLINES,SMARTLYNX AIRLINES LTD,LATVIA
LCV,-,CABO CAT,SMARTLYNX AIRLINES CABO VERDE,SMARTLYNX AIRLINES CABO VERDE,CABO VERDE
MYX,6Y,TALLINN CAT,SMARTLYNX ESTONIA,SMARTLYNX AIRLINES ESTONIA,ESTONIA
LYX,2N,MALTA CAT,SMARTLYNX MALTA,SMARTLYNX AIRLINES MALTA,MALTA
TVS,QS,SKYTRAVEL,SMARTWINGS,"SMARTWINGS, A.S.",CZECHIA
TVL,-,TRAVEL SERVICE,SMARTWINGS HUNGARY,SMARTWINGS HUNGARY KFT.,HUNGARY
TVP,-,JET TRAVEL,SMARTWINGS POLAND,SMARTWINGS POLAND,POLAND
STG,-,STAGE,SMB AIRLINES,"SEDALIA, MARSHALL, BOONVILLE STAGE LINE, INC. (DES MOINES, IA)",UNITED STATES OF AMERICA
SMH,-,SMITHAIR,SMITHAIR,"SMITHAIR, INC. (ATLANTA, GA)",UNITED STATES OF AMERICA
SBQ,-,SKIBBLE,SMITHKLINE BEACHAM CLINICAL LABS,SMITHKLINE BEACHAM CLINICAL LABS,UNITED STATES OF AMERICA
SMD,-,SKYMAP,SMJET,SMJET S.R.L.,SAN MARINO
SMY,-,CABO CACTI,SMM FLIGHT SERVICES,SMM FLIGHT SERVICES SA DE CV,MEXICO
GYR,-,GYROFER,SNCF SURETE,SNCF SURETE,FRANCE
SNU,-,-,SNUNIT AVIATION,SNUNIT AVIATION,ISRAEL
SDK,-,SADELCA,SOCIEDAD AEREA DEL CAQUETA,SOCIEDAD AEREA DEL CAQUETA LTDA,COLOMBIA
SAL,-,-,SOCIEDAD AERONAUTICA PENINSULAR,SOCIEDAD AERONAUTICA PENINSULAR S.L.,SPAIN
VSC,-,-,SOCIEDAD DE PROMOCIÃ“N Y GESTIÃ“N DEL TURISMO ARAGONES,SOCIEDAD DE PROMOCIÃ“N Y GESTIÃ“N DEL TURISMO ARAGONES S.L.U.,SPAIN
VSC,-,-,SOCIEDAD DE PROMOCIÓN Y GESTIÓN DEL TURISMO ARAGONES,SOCIEDAD DE PROMOCIÓN Y GESTIÓN DEL TURISMO ARAGONES S.L.U.,SPAIN
SSM,-,SASEMAR,SOCIEDAD DE SALVAMENTO Y SEGURIDAD MARITIMA,SOCIEDAD DE SALVAMENTO Y SEGURIDAD MARITIMA,SPAIN
SNS,-,-,SOCIETE CENTRAFRICAINE DE TRANSPORT AERIEN,SOCIETE CENTRAFRICAINE DE TRANSPORT AERIEN,CENTRAL AFRICAN REPUBLIC
NSC,-,TRANS-SOCIETE,SOCIETE DE TRANSPORT AERIEN DE MAURITANIE,SOCIETE DE TRANSPORT AERIEN DE MAURITANIE,MAURITANIA
...,-,VICTOR INDIA,SOCIETE DE TRAVAIL AERIEN,SOCIETE DE TRAVAIL AERIEN,ALGERIA
TTM,-,TOUT-AIR,SOCIETE TOUT TRANSPORT MAURITANIEN,SOCIETE TOUT TRANSPORT MAURITANIEN,MAURITANIA
SCF,-,SOCOFER,SOCOFER,"SOCOFER, LDA",ANGOLA
SDA,-,-,SOGDIANA,SOGDIANA,TAJIKISTAN
OKT,-,SOKO AIR,SOKO AVIATION,"SOKO AVIATION, S.L.",SPAIN
OLS,-,FLIGHT SOL,SOL,SOL S.A. LINEAS AEREAS,ARGENTINA
SOF,-,SKY COMFORT,SOL AIR,SOL AIR,ZIMBABWE
SGU,-,SOLPARAGUAYO,SOL DEL PARAGUAY LINEAS AEREAS,SOL DEL PARAGUAY LINEAS AEREAS S.A.,PARAGUAY
SGA,-,SOL URUGUAY,SOL LINEAS AEREAS URUGUAYAS,SOL LINEAS AEREAS URUGUAYAS (CUWEROY S.A.),URUGUAY
SBA,-,SOL BRASIL,SOL LINHAS AEREAS,SOL LINHAS AEREAS LTDA,BRAZIL
OLC,-,SOLARCARGO,SOLAR CARGO,SOLAR CARGO C.A.,VENEZUELA
SNJ,-,NEWSKY,SOLASEED AIR,SOLASEED AIR INC.,JAPAN
SFU,-,SAINTS,SOLENT FLIGHT,SOLENT FLIGHT LIMITED,UNITED KINGDOM
...,-,SOLENT,SOLENT HELICOPTERS,SOLENT HELICOPTERS,UNITED KINGDOM
SET,-,SOLENTA,SOLENTA AVIATION,SOLENTA AVIATION (PTY) LTD,SOUTH AFRICA
SIV,-,SOLENT-IVOIRE,SOLENTA AVIATION,SOLENTA AVIATION - CI,COTE D'IVOIRE
SVG,-,SOLAVIA,SOLENTA AVIATION GABON,SOLENTA AVIATION GABON,GABON
MFJ,-,SEGURO,SOLENTA AVIATION MOZAMBIQUE,SOLENTA AVIATION MOZAMBIQUE SA,MOZAMBIQUE
SOP,-,SOLINAIR,SOLINAIR,SOLINAIR LTD,SLOVENIA
SOL,IE,SOLOMON,SOLOMON AIRLINES,SOLOMON AIRLINES LIMITED,SOLOMON ISLANDS
SPK,-,SOLSTAS LAB,SOLSTAS LAB PARTNERS,"SOLSTAS LAB PARTNERS (GREENSBORO, NC)",UNITED STATES OF AMERICA
LRG,-,SOLAER LAGUNA,SOLUCIONES AEREAS DE LA LAGUNA,"SOLUCIONES AEREAS DE LA LAGUNA, S.A. DE C.V.",MEXICO
BLU,-,BLUEGRASS,SOLUTIONS AIR CHARTER,"SOLUTIONS AIR CHARTER, LLC (ZIONSVILLE, IN)",UNITED STATES OF AMERICA
HUN,-,HUNGARIAN,SOLYOM HUNGARIAN AIRWAYS,SOLYOM HUNGARIAN AIRWAYS AIR SERVICE AND TRADING LTD,HUNGARY
SMR,SZ,SOMON AIR,SOMON AIR,LLC AIR COMPANY SOMON AIR,TAJIKISTAN
SOR,-,SONAIR,SONAIR SERVICO AEREO,"SONAIR SERVICO AEREO, SARL",ANGOLA
SYI,-,-,SONALYSTS,"SONALYSTS, INC. (WATERFORD, CT)",UNITED STATES OF AMERICA
SNO,-,SONAVI,SONI AVIONES,"SONI AVIONES, S.A. DE C.V.",MEXICO
-,YZ,-,SONOCO THERMOSAFE,SONOCO THERMOSAFE,UNITED STATES OF AMERICA
STI,-,SONTAIR,SONTAIR,SONTAIR LTD,CANADA
SNL,-,SOONAIR,SOONAIR LINES,"SOONAIR LINES, INC. (TULSA, OK)",UNITED STATES OF AMERICA
SSE,-,-,SORENS AERO,SORENS AERO SM S.R.L.,SAN MARINO
OSL,-,SOSOLISO,SOSOLISO,SOSOLISO LIMITED,NIGERIA
OUL,-,SOUL BIRD,SOULBIRD,OKLAHOMA AVIATION DBA SOULBIRD,UNITED STATES OF AMERICA
-,S8,-,SOUNDS AIR,SOUNDS AIR,NEW ZEALAND
LMG,-,SOUTH AFRICAN,SOUTH AFRICAN AIR FORCE,SOUTH AFRICAN AIR FORCE,SOUTH AFRICA
SAA,SA,SPRINGBOK,SOUTH AFRICAN AIRWAYS,SOUTH AFRICAN AIRWAYS (SAA),SOUTH AFRICA
SYY,-,SKY COACH,SOUTH AFRICAN HISTORIC FLIGHT,SOUTH AFRICAN HISTORIC FLIGHT,SOUTH AFRICA
BDS,-,SOUTH ASIAN,SOUTH ASIAN AIRLINES,SOUTH ASIAN AIRLINES LTD,BANGLADESH
PLT,-,PALMETTO,SOUTH CAROLINA AERONAUTICS COMMISSION,"SOUTH CAROLINA AERONAUTICS COMMISSION (COLUMBIA, SC)",UNITED STATES OF AMERICA
CRY,-,CERNEY,SOUTH CERNEY,SOUTH CERNEY,UNITED KINGDOM
GAD,-,SOUTHCOAST,SOUTH COAST AVIATION,SOUTH COAST AVIATION (BOURNEMOUTH) LTD,UNITED KINGDOM
SOU,-,PARADISE,SOUTH PACIFIC AIRLINES,SOUTH PACIFIC AIRLINES,CHINA
SXP,-,SOUTHPAC EXPRESS,SOUTH PACIFIC EXPRESS,SOUTH PACIFIC EXPRESS HOLDINGS LIMITED,SAMOA
SPI,-,SOUTH PACIFIC,SOUTH PACIFIC ISLAND AIRWAYS,"SOUTH PACIFIC ISLAND AIRWAYS, INC.",UNITED STATES OF AMERICA
SEA,-,SOUTHEAST AIR,SOUTHEAST AIR,"SOUTHEAST AIR, INC. (NEW BEDFORD, MA)",UNITED STATES OF AMERICA
SNK,-,SUN KING,SOUTHEAST AIRLINES,"SUN JET INTERNATIONAL, INC. D/B/A SOUTHEAST AIRLINES (LARGO, FL)",UNITED STATES OF AMERICA
SPU,-,SPUTTER,SOUTHEAST AIRMOTIVE,"SOUTHEAST AIRMOTIVE CORP. (CHARLOTTE, NC)",UNITED STATES OF AMERICA
SOT,-,SOUTH COURIER,SOUTHEAST CORRECT CRAFT,"SOUTHEAST CORRECT CRAFT, INC. (ORLANDO, FL)",UNITED STATES OF AMERICA
SOO,9S,SOUTHERN AIR,SOUTHERN AIR,"SOUTHERN AIR, INC. (COLUMBUS, OH)",UNITED STATES OF AMERICA
SOA,-,SOUTH AIRCHARTER,SOUTHERN AIR CHARTER,SOUTHERN AIR CHARTER,BAHAMAS
SXA,-,FERRY,SOUTHERN CROSS AVIATION,"SOUTHERN CROSS AVIATION, INC. (CAMARILLO, CA)",UNITED STATES OF AMERICA
SXF,-,SOUTHERN FLIGHT,SOUTHERN CROSS AVIATION,"SOUTHERN CROSS AVIATION INC., LLC",UNITED STATES OF AMERICA
SXI,-,SOUTHERN CROSS,SOUTHERN CROSS INTERNATIONAL,SOUTHERN CROSS INTERNATIONAL,UNITED STATES OF AMERICA
ALC,-,ACOM,SOUTHERN JERSEY AIRWAYS,"SOUTHERN JERSEY AIRWAYS, INC. (ATLANTIC CITY, NJ)",UNITED STATES OF AMERICA
HNJ,-,SOUTHERN JET,SOUTHERN JET,"SOUTHERN JET CO, LTD",CHINA
SOH,-,SOUTHERN OHIO,SOUTHERN OHIO AVIATION SALES,"SOUTHERN OHIO AVIATION SALES CO. (W. CARROLLTON, OH)",UNITED STATES OF AMERICA
SSC,-,SOUTHERN SKIES,SOUTHERN SEAPLANE,"SOUTHERN SEAPLANE, INC. (BELLE CHASSE, LA)",UNITED STATES OF AMERICA
SRS,-,SKY SOUTH,SOUTHERN SKY,SOUTHERN SKY,KAZAKHSTAN
CAK,-,CACTUS,SOUTHWEST AIRCRAFT CHARTER,SOUTHWEST AIRCRAFT CHARTER,UNITED STATES OF AMERICA
SWA,-,SOUTHWEST,SOUTHWEST AIRLINES,"SOUTHWEST AIRLINES CO. (SAN ANTONIO, TX)",UNITED STATES OF AMERICA
STW,-,MOON STAR,SOUTHWIND AIRLINES,SOUTHWIND AIRLINES,TURKEY
RHK,-,REDHAWK,SOVEREIGN BUSINESS JETS,SOVEREIGN BUSINESS JETS LTD,UNITED KINGDOM
SPF,-,SPACE WORLD,SPACE WORLD AIRLINE,SPACE WORLD AIRLINE,NIGERIA
JKK,-,SPANAIR,SPANAIR,SPANAIR,SPAIN
LDX,-,LAUDA RUSH,SPARFELL LUFTFAHRT,SPARFELL LUFTFAHRT GMBH,AUSTRIA
QFX,-,SPARFELL,SPARFELL MALTA,SPARFELL MALTA LTD,MALTA
SCU,-,SKELLY,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,"SPARTAN EDUCATION, LLC DBA SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY",UNITED STATES OF AMERICA
SPS,-,SALDUERO,SPASA,"SPASA (SERVICIOS POLITECNICOS AEREOS, S.A.)",SPAIN
SGC,-,SPEC WINGS,SPEC ENERGY,SPEC ENERGY,SAN MARINO
SYV,-,SPECIAL SYSTEM,SPECIAL AVIATION SYSTEM,"SPECIAL AVIATION SYSTEMS, INC. (LEIPSIC, OH)",UNITED STATES OF AMERICA
XHA,-,-,SPECIAL HANDLING SERVICE FOR AIRCRAFT,SPECIAL HANDLING SERVICE FOR AIRCRAFT,ICAO
SSZ,-,SPECSAVERS,SPECSAVERS,SPECSAVERS AVIATION LTD,UNITED KINGDOM
CDS,-,SPECDAS,SPECTREM AIR,SPECTREM AIR LTD,SOUTH AFRICA
XSA,-,-,SPECTRUM AIR SERVICE,"SPECTRUM AIR SERVICE, INC. (LEAGUE CITY, TX)",UNITED STATES OF AMERICA
ECV,-,-,SPECTRUM AVIA,SPECTRUM AVIA,RUSSIAN FEDERATION
LSP,-,AIR TONY,SPECTRUM AVIATION,SPECTRUM AVIATION INCORPORATED,UNITED KINGDOM
SPJ,-,SPECTRUM,SPECTRUM AVIATION,SPECTRUM AVIATION,UNITED KINGDOM
SFD,-,DRACO,SPEED FLY,SPEED FLY,SPAIN
SPG,-,SPEEDWING,SPEEDWINGS EXECUTIVE JET,SPEEDWINGS EXECUTIVE JET GMBH,AUSTRIA
SAD,-,INDASTRIA,SPETS AVIA INDASTRIA,"SPETS AVIA INDASTRIA, MAC",UKRAINE
SEJ,SG,SPICEJET,SPICEJET,SPICEJET LIMITED,INDIA
NKS,-,SPIRIT WINGS,SPIRIT AIRLINES,"SPIRIT AIRLINES, INC. (EASTPOINTE, MI)",UNITED STATES OF AMERICA
SJJ,-,SPIRIT JET,SPIRIT JETS,"SPIRIT JETS, LLC (CHESTERFIELD, MO)",UNITED STATES OF AMERICA
SDN,-,BLUE NILE,SPIRIT OF AFRICA AIRLINES,SPIRIT OF AFRICA AIRLINES,SUDAN
SPO,-,SPORAVIA,SPORAVIA,SPORAVIA S.L.,SPAIN
SPE,-,SPRAGUE,SPRAGUE ELECTRIC,"SPRAGUE ELECTRIC CO. (NORTH ADAMS, MA)",UNITED STATES OF AMERICA
SFG,-,COLORSKY,SPREE FLUG,SPREE FLUG LUFTFAHRT GMBH,GERMANY
CQH,9C,AIR SPRING,SPRING AIRLINES,"SPRING AIRLINES CO., LTD",CHINA
SJO,-,JEY SPRING,SPRING AIRLINES,"SPRING AIRLINES JAPAN CO., LTD.",JAPAN
SZJ,-,SPRING JET,SPRING JET,SPRING JET LIMITED,CHINA
SPB,-,SPRING CLASSIC,SPRINGBOK CLASSIC AIR,SPRINGBOK CLASSIC AIR,SOUTH AFRICA
IBG,-,ICE BRIDGE,SPRINGFIELD AIR,"SPRINGFIELD AIR (Kansas City, MO)",UNITED STATES OF AMERICA
SRN,-,SPRINTAIR,SPRINTAIR,SPRINTAIR SA,POLAND
SAR,-,SPRINTAIR CARGO,SPRINTAIR CARGO,SPRINTAIR CARGO SP. Z.O.O.,POLAND
PUR,-,SPURWING,SPURWING AIRLINES,SPURWING AIRLINES (PTY) LTD,SOUTH AFRICA
QSR,-,SPARKLE ROLL,SR JET,SR JET CO. LTD.,CHINA
ALK,UL,SRILANKAN,SRI LANKAN AIRWAYS,SRI LANKAN AIRWAYS,SRI LANKA
KBN,-,KABIN,SRIRACHA AVIATION,SRIRACHA AVIATION CO. LTD.,THAILAND
SJY,-,SRIWIJAYA,SRIWIJAYA AIR,"SRIWIJAYA AIR, PT.",INDONESIA
UAW,-,UNIFORM,ST ATHAN UAS,UAS/AEF ST ATHAN,UNITED KINGDOM
STN,-,SAINT ATHAN,ST. ATHAN MU,ST. ATHAN MU,UNITED KINGDOM
SXM,-,SAINT MAARTEN,ST. MAARTEN AIRWAYS,ST. MAARTEN AIRWAYS,NETHERLANDS
SBO,-,STABAIR,STABO AIR,STABO AIR LIMITED,ZAMBIA
SOB,-,STABO,STABO FREIGHT,STABO FREIGHT LIMITED,ZAMBIA
KFB,-,MISSION,STAJETS,"SUPERIOR TRANSPORTATION ASSOCIATES, INC - DBA STAJETS",UNITED STATES OF AMERICA
STL,-,STAPLEFORD,STAPLEFORD FLIGHT CENTRE,STAPLEFORD FLIGHT CENTRE,UNITED KINGDOM
SFI,-,SPACE STAR,STAR AEROSPACE,STAR AEROSPACE,AUSTRIA
SDG,-,HI STAR,STAR AIR,"STAR AIR, M/S GHODAWAT ENTERPRISES PVT. LTD.",INDIA
URJ,-,STARAV,STAR AIR,STAR AIR M/S,PAKISTAN
SRR,DJ,WHITESTAR,STAR AIR,STAR AIR A/S,DENMARK
BRH,-,BRIGHTSTAR,STAR AIR CARGO,STAR AIR CARGO (PTY) LTD,SOUTH AFRICA
DST,-,STAR AVIATION,STAR AVIATION,STAR AVIATION SPA,ALGERIA
SVP,-,STAR INDIA,STAR AVIATION,STAR AVIATION PVT. LTD,INDIA
SEK,-,EAST RIDER,STAR EAST AIRLINE,STAR EAST AIRLINE,ROMANIA
SYW,-,FAST STAR,STAR FLY WINGS,STAR FLY WINGS D.O.O.,SERBIA
SFJ,-,STARFLYER,STAR FLYER,STAR FLYER INC,JAPAN
CHJ,-,SHINING,STAR JET,"STAR JET CO., LTD",CHINA
SRU,-,STAR-UP,STAR UP,STAR UP S.A.,PERU
SUU,-,SUNSTAR,STAR WEST AVIATION,"STAR WEST AVIATION (EVANSTON, WY)",UNITED STATES OF AMERICA
SWP,-,STAR WORK,STAR WORK SKY,STAR WORK SKY,ITALY
SBE,-,STARBASE,STARBASE AVIATION,STARBASE AVIATION LLC,UNITED STATES OF AMERICA
SGT,-,STARGATE,STARGATE AVIATION,STARGATE AVIATION CC,SOUTH AFRICA
SLT,-,STARLIGHT CARGO,STARLIGHT AIRLINE,"STARLIGHT AIRLINE STP, S.A.",SAO TOME AND PRINCIPE
TLK,-,STARLINK,STARLINK AVIATION,STARLINK AVIATION,CANADA
TRL,-,STARSTREAM,STARLITE AVIATION,STARLITE AVIATION PTY LTD,SOUTH AFRICA
SJX,-,STARWALKER,STARLUX AIRLINES,"STARLUX AIRLINES CO., LTD",CHINA
FOZ,-,STARS AIRWAYS,STARS AIRWAYS,STARS AIRWAYS,SYRIAN ARAB REPUBLIC
STX,-,STARSAWAY,STARS AWAY AVIATION,STARS AWAY AVIATION,SOUTH AFRICA
SRM,-,TARMEX,STARS DE MEXICO,"STARS DE MEXICO, S.A. DE C.V.",MEXICO
HIP,-,STARSA,STARSHIP,"STARSHIP, S.A. DE C.V.",MEXICO
SSP,-,STARSPEED,STARSPEED,STARSPEED LTD,UNITED KINGDOM
STQ,-,STARTREK,STARWINGS,"STARWINGS DORTMUND LUFTFAHRTGESELLSCHAFT MBH, DORTMUND",GERMANY
BEC,-,-,STATE AIR COMPANY BERKUT,STATE AIR COMPANY BERKUT,KAZAKHSTAN
UTS,-,AIRRUH,STATE AIR TRAFFIC SERVICE ENTERPRISE,STATE AIR TRAFFIC SERVICE ENTERPRISE,UKRAINE
OVD,-,RUSSIA CORP,STATE ATM CORPORATION,STATE ATM CORPORATION,RUSSIAN FEDERATION
BKB,-,BLACK BEAR,"STATE OF WEST VIRGINIA, AVIATION DIVISION","STATE OF WEST VIRGINIA, AVIATION DIVISION (CHARLESTON, WV)",UNITED STATES OF AMERICA
ORG,-,ORENAVIA,STATE UNITARY ENTERPRISE ORENBURG,"STATE UNITARY ENTERPRISE ORENBURG REGION, INTERNATIONAL AIRPORT ORENBURG",RUSSIAN FEDERATION
XSM,-,AIRSMART,STEELMAN AVIATION,STEELMAN AVIATION INC,UNITED STATES OF AMERICA
SLV,-,AVISTELLA,STELLA AVIATION,STELLA AVIATION,MAURITANIA
RKK,-,ROCKTOWN,STEPHENS INVESTMENTS HOLDINGS,STEPHENS INVESTMENTS HOLDINGS,UNITED STATES OF AMERICA
NSH,-,NORTH-SHORE,STERLING AVIATION,STERLING AVIATION LLC,UNITED STATES OF AMERICA
STR,-,STERNA,STERNA LINHAS AREAS,STERNA LINHAS AREAS LTDA.,BRAZIL
VGS,-,SMART,STICHTING VLIEGSCHOOL ZESTIENHOVEN,STICHTING VLIEGSCHOOL 16HOVEN,NETHERLANDS
STK,-,STOBART,STOBART AIR,STOBART AIR,IRELAND
VVD,-,LIVERBIRD,STOBART AIR SERVICES,STOBART AIR SERVICES UK LIMITED,UNITED KINGDOM
WVU,-,COUNTRY ROADS,STOCKMEIER URETHANES USA,"STOCKMEIER URETHANES USA, INC.",UNITED STATES OF AMERICA
HWS,-,STORM,STORM HELIWORKS,STORM HELIWORKS,SWEDEN
STP,-,SAOTOME AIRWAYS,STP AIRWAYS,STP AIRWAYS,SAO TOME AND PRINCIPE
NUK,-,NANUCK,STRAIT AIR,STRAIT AIR (2000) LTD,CANADA
SRZ,-,STRATO,STRATO AIR SERVICES,STRATO AIR SERVICES,SOUTH AFRICA
VPT,-,POTOK,STREAM AIR,STREAM AIR,RUSSIAN FEDERATION
SLE,-,SLIPSTREAM,STREAMLINE,STREAMLINE NAC,SOUTH AFRICA
STO,-,SLOPS,STREAMLINE OPS,"STREAMLINE OPS, CJSC",RUSSIAN FEDERATION
STZ,-,STUDIO,STUDIO 88 AVIATION,BIZ AFRICA 1019 CC T/A STUDIO 88 AVIATION,SOUTH AFRICA
SSB,-,SUASA AIR,SUASA AIRLINES,SUASA AIRLINES SDN BHD,MALAYSIA
SUB,-,SUB AIR,SUBURBAN AIR FREIGHT,"SUBURBAN AIR FREIGHT, INC. (OMAHA, NE)",UNITED STATES OF AMERICA
SUD,-,SUDANAIR,SUDAN AIRWAYS,SUDAN AIRWAYS,SUDAN
SDZ,-,SUDANA,SUDAN PEZETEL AVIATION,SUDAN PEZETEL FOR AVIATION,SUDAN
SNV,-,SUDANESE,SUDANESE STATES AVIATION,SUDANESE STATES AVIATION CO. LTD,SUDAN
SUT,-,SUMMIT,SUMMIT AIR,SUMMIT AIR LTD.,CANADA
YEL,-,YELLOWSTONE,SUMMIT AIR,"SUMMIT AVIATION, INC",UNITED STATES OF AMERICA
SMM,-,SUMMIT-AIR,SUMMIT AIRLINES,"SUMMIT AIRLINES (PHILADELPHIA, PA)",UNITED STATES OF AMERICA
SNR,-,SUN GROUP,SUN AIR,SUN AIR CO.,SUDAN
SUR,-,-,SUN AIR,SUN AIR,EGYPT
BGS,-,SUNNY,SUN AIR BULGARIA,SUN AIR BULGARIA,BULGARIA
FDY,-,FRIENDLY,SUN AIR EXPRESS,"SUN AIR EXPRESS, LLC (FT. LAUDERDALE, FL)",UNITED STATES OF AMERICA
SJE,-,SUN JOURNEY,SUN AIR JETS,SUN AIR JETS,UNITED STATES OF AMERICA
SCX,SY,SUN COUNTRY,SUN COUNTRY AIRLINES,"MN AIRLINES, LLC, D/B/A SUN COUNTRY AIRLINES (MENDOTA HEIGHTS, MN)",UNITED STATES OF AMERICA
SNP,-,SUN PACIFIC,SUN PACIFIC INTERNATIONAL,"SUN PACIFIC INTERNATIONAL, INC. (TUCSON, AZ)",UNITED STATES OF AMERICA
SNQ,-,EXECU-QUEST,SUN QUEST EXECUTIVE AIR CHARTER,"SUN QUEST EXECUTIVE AIR CHARTER, INC. (PACOIMA, CA)",UNITED STATES OF AMERICA
RZT,-,RITZ JET,SUN RITZ JET,"SUN RITZ JET CO., LTD",CHINA
SNW,-,SUN WEST,SUN WEST AIRLINES,"SUN WEST AIRLINES (SCOTTSDALE, AZ)",UNITED STATES OF AMERICA
SNF,-,MATZADA,SUNAIR,SUNAIR,ISRAEL
SUS,EZ,SUNSCAN,SUN-AIR,SUN-AIR OF SCANDINAVIA A/S,DENMARK
LEO,-,SUN-OLE,SUNAIR AIR OLE,SUNAIR AIR OLE S.L.,SPAIN
SAV,-,SUNAIR,SUNAIR AVIATION,SUNAIR AVIATION LTD,UNITED STATES OF AMERICA
CDL,-,CAROLINA,SUNBIRD AIRLINES,"SUNBIRD AIRLINES, INC. (CHARLOTTE, NC)",UNITED STATES OF AMERICA
VKG,DK,VIKING,SUNCLASS AIRLINES,SUNCLASS AIRLINES APS,DENMARK
SNT,-,SUNCOAST,SUNCOAST AVIATION,"SUNCOAST AVIATION, INC.(CLEARWATER, FL)",UNITED STATES OF AMERICA
JSN,-,JETSUN,SUNCOR ENERGY,SUNCOR ENERGY INC.,CANADA
SDR,-,SUNDAIR,SUNDAIR,SUNDAIR GMBH,GERMANY
BNC,-,BARNACLE AIR,SUNDANCE AIR,"SUNDANCE AIR, INCORPORATED (DENVER, CO)",UNITED STATES OF AMERICA
SUV,-,DANCEAIR,SUNDANCE AIR,SUNDANCE AIR S.A.,VENEZUELA
MDT,-,MIDNIGHT,SUNDT AIR,SUNDT AIR A/S,NORWAY
AKK,-,AKER,SUNDT AIR MANAGEMENT,SUNDT AIR MANAGEMENT,NORWAY
SXS,XQ,SUN EXPRESS,SUNEXPRESS,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY
SXD,-,SUNRISE,SUNEXPRESS DEUTSCHLAND,"SUNEXPRESS DEUTSCHLAND GMBH, FRANKFURT (MAIN)",GERMANY
SUF,-,SUNFLOWER,SUNFLOWER AIRLINES,SUNFLOWER AIRLINES LIMITED,FIJI
SUC,-,-,SUNFLY,"SUNFLY, S.L.",SPAIN
KAM,-,SUNKAR,SUNKAR AIR,SUNKAR AIR,KAZAKHSTAN
RLB,-,SUNLIGHT,SUNLIGHT EXPRESS AIRWAYS,SUNLIGHT EXPRESS AIRWAYS,PHILIPPINES
JAM,-,SUNTRACK,SUNLINE AIRLINES,SUNLINE AIRLINES LTD,KENYA
SDC,-,SUNDANCE,SUNRISE AIRLINES,"SUNRISE AIRLINES (PAGE, AZ)",UNITED STATES OF AMERICA
